age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,dayofweek_encoded,poutcome_encoded
31,4,-1,0,-1.8,93.876,-40,0.695,5008.7,7,2,2,1,0,0,6,0,1
29,3,-1,0,1.4,93.444,-36.1,4.964,5228.1,9,2,3,0,0,0,1,4,1
45,2,-1,0,1.4,94.465,-41.8,4.959,5228.1,0,1,2,0,0,1,4,0,1
28,2,-1,0,1.4,94.465,-41.8,4.865,5228.1,7,1,3,0,0,1,4,1,1
31,1,-1,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,6,1,0,0,6,3,1
47,1,-1,1,-3.4,92.649,-30.1,0.722,5017.5,9,0,3,1,0,0,7,1,0
50,2,-1,0,1.4,93.444,-36.1,4.965,5228.1,7,1,3,1,0,0,1,4,1
59,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,9,1,0,1,1,0,3,2,1
32,2,-1,1,-1.8,93.075,-47.1,1.415,5099.1,10,2,6,1,0,1,0,4,0
29,2,-1,2,-1.8,93.876,-40,0.699,5008.7,9,1,5,0,0,0,6,0,0
40,2,-1,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,2,1,0,0,6,2,1
31,1,-1,0,-1.8,92.893,-46.2,1.27,5099.1,1,1,0,0,0,0,6,4,1
53,2,-1,0,-1.7,94.215,-40.3,0.84,4991.6,1,2,2,1,0,1,3,4,1
46,3,-1,0,1.4,93.444,-36.1,4.967,5228.1,4,1,3,1,1,0,1,4,1
49,4,3,1,-1.8,93.369,-34.8,0.635,5008.7,9,0,5,1,0,0,5,3,2
61,2,-1,0,-1.1,94.601,-49.5,0.987,4963.6,1,1,5,1,0,0,8,2,1
18,1,13,2,-1.1,94.767,-50.8,1.049,4963.6,8,2,0,1,0,1,7,3,2
31,1,-1,0,1.4,93.444,-36.1,4.968,5228.1,9,2,5,1,0,0,1,3,1
39,4,-1,0,1.4,93.918,-42.7,4.968,5228.1,9,1,3,1,0,0,3,2,1
66,1,1,1,-3.4,92.379,-29.8,0.788,5017.5,4,0,6,0,0,0,9,3,2
49,1,-1,0,-3.4,92.379,-29.8,0.768,5017.5,10,1,3,0,0,0,9,4,1
30,1,10,1,-1.8,92.893,-46.2,1.327,5099.1,1,2,2,1,0,0,6,2,2
73,3,6,2,-3,92.713,-33,0.707,5023.5,5,0,3,0,1,0,2,3,2
22,1,3,2,-3.4,92.379,-29.8,0.755,5017.5,7,2,5,1,1,0,9,3,2
56,2,3,2,-1.7,94.055,-39.8,0.767,4991.6,5,1,0,1,0,0,4,4,2
46,3,-1,0,1.1,93.994,-36.4,4.855,5191,1,2,2,1,0,1,6,2,1
32,1,5,1,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,0,0,0,2,2
35,1,-1,0,1.4,93.444,-36.1,4.966,5228.1,9,1,3,0,0,1,1,0,1
66,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,10,2,0,1,0,0,0,2,1
34,1,3,2,-1.7,94.055,-39.8,0.715,4991.6,0,1,6,0,0,0,4,4,2
39,1,-1,0,1.1,93.994,-36.4,4.86,5191,0,1,6,1,0,1,6,2,1
36,3,-1,0,1.4,94.465,-41.8,4.955,5228.1,1,2,2,1,1,1,4,2,1
34,1,-1,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,1,1,1
73,1,-1,0,-2.9,92.201,-31.4,0.881,5076.2,5,1,0,0,0,0,1,0,1
56,1,-1,0,1.1,93.994,-36.4,4.859,5191,1,1,0,1,1,1,6,0,1
24,9,-1,0,-1.8,92.893,-46.2,1.27,5099.1,4,2,6,1,0,0,6,2,1
31,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,9,0,5,1,0,0,3,4,1
26,4,2,1,-1.8,92.893,-46.2,1.27,5099.1,9,2,6,1,0,0,6,2,2
30,3,-1,0,1.4,93.444,-36.1,4.965,5228.1,9,0,6,0,0,0,1,1,1
36,1,-1,0,1.4,94.465,-41.8,4.962,5228.1,1,2,3,1,0,1,4,4,1
55,1,3,1,-2.9,92.201,-31.4,0.869,5076.2,5,1,0,1,0,0,1,0,2
27,3,-1,0,-2.9,92.963,-40.8,1.281,5076.2,0,2,6,0,0,0,4,1,1
55,2,-1,0,-0.1,93.2,-42,4.153,5195.8,0,1,5,1,1,1,7,3,1
22,1,-1,0,1.4,93.918,-42.7,4.96,5228.1,1,2,2,1,1,0,3,1,1
36,1,-1,0,-1.8,92.893,-46.2,1.291,5099.1,2,2,6,0,0,0,6,3,1
81,2,7,1,-1.1,94.199,-37.5,0.886,4963.6,5,0,0,0,0,0,9,4,2
40,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,9,0,6,1,0,0,0,2,1
42,2,-1,0,1.1,93.994,-36.4,4.864,5191,7,1,3,0,0,1,6,0,1
28,3,-1,0,1.4,93.918,-42.7,4.961,5228.1,9,2,6,0,0,0,3,3,1
26,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,1,2,2,0,0,0,3,4,1
56,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,3,1,0,1,0,0,0,1,1
41,1,-1,0,-1.8,93.369,-34.8,0.653,5008.7,0,0,6,0,0,0,5,0,1
33,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,1,2,0,0,0,0,0,2,1
38,2,6,1,-1.1,94.199,-37.5,0.879,4963.6,9,2,5,1,0,0,9,2,2
75,2,6,3,-1.7,94.027,-38.3,0.903,4991.6,5,1,0,0,0,0,1,4,2
37,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,10,2,2,1,1,0,3,4,1
36,2,-1,0,-1.8,92.843,-50,1.538,5099.1,4,1,6,0,0,0,5,2,1
48,3,-1,0,1.4,93.444,-36.1,4.965,5228.1,7,1,0,1,0,0,1,3,1
32,5,-1,1,-1.8,92.893,-46.2,1.25,5099.1,9,2,6,1,1,0,6,0,0
26,1,-1,0,-2.9,92.201,-31.4,0.879,5076.2,8,2,2,1,0,0,1,4,1
37,1,-1,0,-0.1,93.798,-40.4,4.936,5195.8,0,2,3,1,0,1,8,4,1
24,3,-1,0,-1.8,93.075,-47.1,1.365,5099.1,0,2,6,1,0,0,0,2,1
34,3,3,2,-3.4,92.379,-29.8,0.773,5017.5,0,2,6,0,0,0,9,0,2
25,1,-1,0,-1.8,93.075,-47.1,1.445,5099.1,8,2,3,1,0,0,0,4,1
30,2,-1,0,1.4,93.918,-42.7,4.963,5228.1,1,1,1,0,1,0,3,4,1
34,2,3,1,-1.8,93.369,-34.8,0.652,5008.7,0,2,6,0,1,0,5,3,2
32,2,-1,0,-1.8,93.075,-47.1,1.479,5099.1,1,1,2,1,1,0,0,0,1
51,1,-1,0,1.1,93.994,-36.4,4.859,5191,7,1,1,0,0,1,6,0,1
31,1,-1,0,-1.1,94.199,-37.5,0.879,4963.6,0,1,6,1,0,0,9,2,1
44,3,-1,0,1.4,93.918,-42.7,4.96,5228.1,2,1,1,0,0,0,3,1,1
39,1,3,5,-1.7,94.055,-39.8,0.72,4991.6,9,1,6,1,0,0,4,1,2
44,1,-1,1,-1.1,94.601,-49.5,1,4963.6,9,1,3,1,1,0,8,1,0
36,1,-1,1,-0.1,93.2,-42,4.153,5195.8,9,2,5,1,0,0,7,3,0
46,2,-1,0,-1.8,93.075,-47.1,1.365,5099.1,9,1,5,1,0,0,0,2,1
22,2,1,1,-1.8,93.876,-40,0.699,5008.7,8,2,3,1,1,1,6,2,2
40,1,7,2,-3.4,92.649,-30.1,0.714,5017.5,9,2,6,0,0,0,7,1,0
38,1,-1,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,3,0,1
39,3,-1,0,1.4,94.465,-41.8,4.958,5228.1,4,2,6,0,0,1,4,1,1
34,1,-1,0,-0.1,93.798,-40.4,4.794,5195.8,1,0,3,1,0,1,8,2,1
52,1,10,4,-2.9,92.201,-31.4,0.883,5076.2,4,1,3,1,1,0,1,3,0
42,1,3,1,-2.9,92.963,-40.8,1.26,5076.2,6,1,6,1,0,0,4,4,2
37,2,-1,0,1.4,93.444,-36.1,4.967,5228.1,4,1,6,0,0,0,1,4,1
30,1,-1,0,-1.8,93.369,-34.8,0.655,5008.7,1,1,3,1,0,1,5,3,1
46,3,-1,2,-1.7,94.215,-40.3,0.797,4991.6,0,1,3,1,0,0,3,3,0
43,1,-1,0,-0.1,93.2,-42,4.12,5195.8,0,0,6,0,0,0,7,4,1
32,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,1,2,3,1,0,0,0,0,1
38,2,-1,0,-2.9,92.201,-31.4,0.879,5076.2,0,1,3,0,0,0,1,4,1
40,2,-1,0,1.4,94.465,-41.8,4.864,5228.1,1,1,2,0,1,1,4,3,1
59,1,-1,0,-1.8,93.876,-40,0.682,5008.7,0,0,0,1,0,0,6,4,1
39,2,3,2,-3.4,92.649,-30.1,0.714,5017.5,4,2,6,1,0,0,7,0,2
35,1,-1,0,-0.1,93.2,-42,4.021,5195.8,0,2,6,1,0,0,7,0,1
25,2,-1,0,-2.9,92.963,-40.8,1.26,5076.2,7,0,3,1,1,0,4,2,1
52,3,3,3,-1.8,93.876,-40,0.684,5008.7,4,1,6,1,0,0,6,0,2
59,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,9,0,5,0,0,0,0,1,1
43,1,-1,1,-3.4,92.379,-29.8,0.75,5017.5,7,1,1,0,0,0,9,3,0
60,2,-1,0,-1.8,93.075,-47.1,1.405,5099.1,9,1,5,0,0,0,0,4,1
47,1,17,2,-1.1,94.199,-37.5,0.884,4963.6,4,1,6,0,0,0,9,2,2
62,1,9,2,-1.7,94.027,-38.3,0.898,4991.6,5,1,0,0,0,0,1,1,0
37,1,18,1,-1.8,93.749,-34.6,0.659,5008.7,9,1,5,0,0,0,0,2,2
23,1,-1,0,-1.8,93.369,-34.8,0.644,5008.7,8,2,3,0,0,0,5,4,1
26,2,-1,0,-1.8,92.893,-46.2,1.299,5099.1,0,2,3,0,0,0,6,1,1
43,1,3,1,-1.1,94.199,-37.5,0.882,4963.6,2,1,6,0,0,0,9,1,2
28,1,-1,0,-2.9,92.201,-31.4,0.861,5076.2,0,2,6,1,0,0,1,1,1
26,1,7,1,-3.4,92.649,-30.1,0.714,5017.5,0,1,3,1,0,0,7,0,2
25,9,-1,0,1.4,93.918,-42.7,4.955,5228.1,7,1,3,1,0,1,3,3,1
52,3,-1,0,1.4,93.444,-36.1,4.963,5228.1,1,1,0,0,0,1,1,2,1
32,4,-1,0,1.1,93.994,-36.4,4.864,5191,0,2,3,1,0,1,6,0,1
26,3,-1,0,1.4,94.465,-41.8,4.865,5228.1,1,1,2,0,0,1,4,1,1
73,1,6,3,-1.8,93.749,-34.6,0.645,5008.7,5,2,5,0,0,0,0,0,2
24,3,6,3,-1.1,94.767,-50.8,1.049,4963.6,9,2,6,1,1,0,7,3,0
38,1,-1,2,-3,92.713,-33,0.721,5023.5,9,1,6,0,0,0,2,4,0
40,12,-1,0,1.1,93.994,-36.4,4.864,5191,0,0,5,1,0,1,6,0,1
32,2,-1,0,-1.8,92.893,-46.2,1.27,5099.1,7,1,3,1,0,1,6,4,1
31,4,-1,0,-1.8,92.843,-50,1.56,5099.1,0,0,6,0,0,0,5,1,1
26,1,-1,1,-1.1,94.199,-37.5,0.879,4963.6,9,2,2,1,0,0,9,2,0
30,1,-1,0,1.1,93.994,-36.4,4.864,5191,0,1,6,0,0,1,6,0,1
27,3,-1,0,-1.7,94.215,-40.3,0.79,4991.6,7,2,3,0,0,0,3,0,1
41,1,4,3,-1.7,94.027,-38.3,0.905,4991.6,0,0,3,1,0,0,1,0,0
80,1,-1,0,-2.9,92.201,-31.4,0.834,5076.2,5,1,0,1,0,0,1,4,1
45,1,-1,0,-0.1,93.2,-42,4.191,5195.8,4,1,6,1,1,0,7,1,1
31,3,-1,0,-1.8,92.893,-46.2,1.281,5099.1,9,2,5,0,0,0,6,4,1
31,3,-1,0,1.4,94.465,-41.8,4.955,5228.1,1,1,0,1,1,1,4,2,1
45,1,-1,0,1.4,93.444,-36.1,4.966,5228.1,1,1,0,1,0,0,1,0,1
43,3,-1,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,6,1,0,0,0,0,1
24,5,-1,0,1.4,93.918,-42.7,4.957,5228.1,1,2,2,1,0,0,3,0,1
35,2,-1,0,1.4,93.918,-42.7,4.958,5228.1,6,1,6,0,0,0,3,2,1
33,1,-1,0,-1.8,92.893,-46.2,1.313,5099.1,1,1,2,0,0,0,6,0,1
25,1,-1,0,1.1,93.994,-36.4,4.858,5191,1,2,0,1,0,1,6,4,1
45,4,-1,0,-3.4,92.379,-29.8,0.797,5017.5,3,2,0,0,0,1,9,1,1
26,1,6,3,-1.8,93.369,-34.8,0.649,5008.7,8,2,3,0,0,0,5,0,2
22,1,-1,1,-1.7,94.215,-40.3,0.835,4991.6,7,2,5,0,0,0,3,3,0
29,4,-1,1,-1.8,92.893,-46.2,1.27,5099.1,4,1,6,1,0,0,6,4,0
30,2,-1,0,1.4,93.444,-36.1,4.963,5228.1,9,1,3,0,0,0,1,2,1
44,4,-1,0,-1.8,92.893,-46.2,1.354,5099.1,6,2,5,1,0,0,6,1,1
85,3,6,1,-3,92.713,-33,0.715,5023.5,5,0,0,1,0,0,2,1,2
38,3,6,1,-1.8,93.075,-47.1,1.405,5099.1,9,0,3,0,0,1,0,0,2
72,1,3,2,-3.4,92.379,-29.8,0.803,5017.5,5,1,0,0,0,0,9,0,2
22,2,-1,1,-2.9,92.201,-31.4,0.861,5076.2,8,2,5,1,0,0,1,1,0
26,1,-1,0,-1.8,92.843,-50,1.538,5099.1,8,2,3,0,0,0,5,2,1
48,1,8,1,-1.1,94.601,-49.5,0.977,4963.6,9,1,5,1,1,0,8,1,2
88,2,-1,0,-1.8,92.843,-50,1.663,5099.1,5,0,0,0,0,0,5,4,1
39,2,-1,0,1.1,93.994,-36.4,4.857,5191,4,1,6,0,0,1,6,1,1
27,2,-1,1,-1.8,92.893,-46.2,1.327,5099.1,9,1,5,0,0,0,6,2,0
38,2,-1,0,-0.1,93.2,-42,4.153,5195.8,6,1,5,0,0,0,7,3,1
31,1,6,2,-1.7,94.215,-40.3,0.899,4991.6,9,2,6,1,0,1,3,2,2
39,1,-1,1,-1.8,93.075,-47.1,1.365,5099.1,9,1,5,1,0,0,0,2,0
41,2,3,1,-3.4,92.649,-30.1,0.715,5017.5,0,1,6,0,0,1,7,3,2
48,1,-1,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,3,1,1,0,6,1,1
29,1,-1,0,-2.9,92.963,-40.8,1.266,5076.2,0,1,3,1,0,0,4,1,1
36,3,-1,0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,1,0,0,1,4,1
48,2,-1,0,1.4,93.444,-36.1,4.966,5228.1,0,1,2,1,0,0,1,3,1
48,2,-1,0,-3.4,92.431,-26.9,0.722,5017.5,9,1,3,1,0,0,8,2,1
76,5,-1,0,-1.7,94.055,-39.8,0.702,4991.6,3,1,0,0,0,0,4,3,1
18,2,7,2,-3.4,92.649,-30.1,0.714,5017.5,8,2,3,0,0,0,7,0,0
56,2,-1,0,-2.9,92.201,-31.4,0.859,5076.2,4,1,6,1,0,0,1,3,1
51,1,2,1,-1.8,93.075,-47.1,1.365,5099.1,7,1,1,0,0,0,0,2,2
51,2,-1,0,-3.4,92.431,-26.9,0.722,5017.5,1,1,2,1,0,0,8,2,1
36,3,-1,2,-1.8,93.075,-47.1,1.435,5099.1,1,1,2,1,0,0,0,2,0
27,1,-1,0,-0.1,93.798,-40.4,4.86,5195.8,0,2,6,0,0,1,8,3,1
36,4,-1,0,-1.1,94.767,-50.8,1.046,4963.6,1,2,1,0,0,0,7,3,1
35,1,-1,1,-3.4,92.431,-26.9,0.74,5017.5,0,1,6,0,0,0,8,4,0
62,1,1,6,-1.1,94.767,-50.8,1.031,4963.6,5,1,6,1,0,0,7,2,2
68,1,3,1,-1.7,94.215,-40.3,0.896,4991.6,5,0,3,1,1,0,3,4,2
48,2,-1,0,1.4,93.444,-36.1,4.968,5228.1,0,1,3,0,0,0,1,2,1
69,1,6,2,-1.1,94.199,-37.5,0.886,4963.6,5,1,3,1,1,0,9,4,2
27,4,-1,0,-1.8,92.893,-46.2,1.266,5099.1,1,2,2,1,1,0,6,2,1
32,1,-1,0,-3.4,92.649,-30.1,0.714,5017.5,0,2,6,1,0,1,7,0,1
27,1,3,3,-1.7,94.027,-38.3,0.9,4991.6,8,2,6,0,0,0,1,4,2
53,1,-1,1,-2.9,92.963,-40.8,1.26,5076.2,9,0,6,0,0,0,4,4,0
54,1,-1,1,-1.8,92.893,-46.2,1.264,5099.1,4,1,6,0,0,0,6,1,0
46,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,1,0,0,0,0,2,1
30,3,-1,0,-1.8,92.893,-46.2,1.291,5099.1,8,2,6,1,0,0,6,3,1
33,1,-1,0,1.4,94.465,-41.8,4.864,5228.1,10,1,2,0,0,1,4,4,1
45,5,-1,0,1.4,93.444,-36.1,4.968,5228.1,1,1,2,1,0,0,1,2,1
48,1,-1,0,1.4,93.918,-42.7,4.962,5228.1,0,1,3,1,0,0,3,2,1
42,1,7,3,-1.8,93.369,-34.8,0.652,5008.7,1,1,1,1,1,0,5,3,0
60,3,-1,0,1.4,94.465,-41.8,4.962,5228.1,0,1,6,0,0,1,4,4,1
78,2,-1,1,-1.7,94.215,-40.3,0.87,4991.6,5,1,0,1,0,0,3,1,0
46,2,-1,0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,0,1,1,1
34,1,-1,0,-1.8,92.893,-46.2,1.291,5099.1,9,2,6,0,0,0,6,3,1
39,3,11,1,-1.8,92.893,-46.2,1.354,5099.1,9,1,5,1,0,0,6,1,2
33,1,-1,2,-2.9,92.201,-31.4,0.884,5076.2,9,2,2,1,1,0,1,1,0
34,2,-1,0,-1.8,92.893,-46.2,1.264,5099.1,0,1,6,1,0,0,6,1,1
82,2,-1,0,-1.8,93.369,-34.8,0.646,5008.7,5,1,5,1,0,1,5,1,1
45,3,6,1,-1.1,94.601,-49.5,1.029,4963.6,0,1,3,1,0,0,8,0,2
31,1,-1,0,-2.9,92.963,-40.8,1.262,5076.2,4,1,6,1,0,0,4,3,1
67,2,-1,0,-2.9,92.201,-31.4,0.859,5076.2,5,1,1,0,0,0,1,3,1
34,1,-1,0,-2.9,92.201,-31.4,0.861,5076.2,9,1,6,0,0,0,1,1,1
27,4,-1,0,-1.8,92.843,-50,1.65,5099.1,8,2,3,1,0,0,5,2,1
27,1,-1,0,-1.8,93.075,-47.1,1.405,5099.1,0,2,3,1,0,0,0,0,1
51,1,-1,0,-2.9,92.963,-40.8,1.268,5076.2,9,2,6,0,0,0,4,0,1
60,2,2,1,-1.8,93.075,-47.1,1.365,5099.1,10,1,3,1,0,0,0,2,2
53,2,-1,0,-3.4,92.649,-30.1,0.715,5017.5,0,1,6,1,0,0,7,3,1
32,5,-1,0,1.4,93.444,-36.1,4.965,5228.1,9,1,6,0,0,0,1,1,1
49,3,3,1,-3.4,92.379,-29.8,0.773,5017.5,0,0,6,1,0,0,9,0,2
77,2,-1,1,-3.4,92.649,-30.1,0.714,5017.5,5,0,0,1,0,0,7,1,0
49,1,6,3,-1.1,94.601,-49.5,0.985,4963.6,0,1,3,0,0,0,8,4,2
34,1,-1,1,-1.7,94.215,-40.3,0.802,4991.6,0,2,3,0,0,0,3,4,0
28,2,-1,0,-3.4,92.379,-29.8,0.803,5017.5,8,2,3,0,0,0,9,0,1
40,3,-1,0,1.4,94.465,-41.8,4.967,5228.1,7,0,3,1,0,1,4,0,1
33,2,-1,1,-1.8,93.075,-47.1,1.372,5099.1,0,2,3,1,0,0,0,4,0
50,3,-1,0,1.4,93.918,-42.7,4.961,5228.1,0,1,5,0,0,0,3,3,1
22,2,-1,0,-2.9,92.201,-31.4,0.873,5076.2,8,2,3,1,0,0,1,2,1
42,1,-1,0,1.4,94.465,-41.8,4.865,5228.1,1,1,1,1,0,1,4,1,1
85,1,-1,0,-2.9,92.201,-31.4,0.883,5076.2,5,1,5,0,0,0,1,3,1
31,2,-1,0,-2.9,92.963,-40.8,1.26,5076.2,7,1,3,1,0,0,4,4,1
26,2,-1,0,-1.8,92.893,-46.2,1.27,5099.1,6,1,6,0,0,0,6,4,1
36,3,-1,0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,1,0,0,1,4,1
48,2,-1,0,1.4,93.444,-36.1,4.966,5228.1,0,1,2,1,0,0,1,3,1
26,3,-1,2,-1.7,94.215,-40.3,0.899,4991.6,9,2,5,0,0,0,3,2,0
46,1,10,2,-1.8,93.369,-34.8,0.646,5008.7,10,2,6,0,0,0,5,3,2
33,2,-1,0,1.1,93.994,-36.4,4.855,5191,1,1,1,1,1,1,6,0,1
39,1,3,2,-1.8,93.876,-40,0.668,5008.7,0,1,3,1,0,0,6,3,2
38,1,-1,0,-1.8,93.075,-47.1,1.365,5099.1,0,2,6,1,0,0,0,2,1
46,1,-1,0,-3,92.713,-33,0.706,5023.5,9,1,5,1,0,1,2,1,1
31,2,-1,0,-2.9,92.963,-40.8,1.26,5076.2,1,1,6,1,0,0,4,1,1
39,2,3,1,-2.9,92.201,-31.4,0.873,5076.2,1,1,1,0,0,0,1,2,2
32,4,-1,0,-1.8,93.075,-47.1,1.405,5099.1,8,2,6,1,0,0,0,1,1
26,3,-1,1,-1.8,92.893,-46.2,1.27,5099.1,8,2,3,1,0,0,6,4,0
51,2,-1,2,-1.1,94.199,-37.5,0.882,4963.6,9,1,5,1,0,0,9,1,0
34,2,-1,0,-0.1,93.2,-42,4.191,5195.8,2,1,6,1,0,0,7,1,1
24,1,-1,0,-1.8,93.075,-47.1,1.445,5099.1,7,2,3,1,0,0,0,4,1
29,2,-1,0,-1.8,93.075,-47.1,1.415,5099.1,9,2,6,1,0,0,0,4,1
48,3,3,6,-1.7,94.027,-38.3,0.904,4991.6,0,0,6,0,0,0,1,2,2
83,2,3,1,-1.7,94.215,-40.3,0.797,4991.6,3,0,0,1,0,0,3,3,2
33,3,6,2,-3.4,92.431,-26.9,0.74,5017.5,0,2,6,1,0,1,8,2,2
49,2,-1,1,-1.8,93.075,-47.1,1.498,5099.1,0,1,1,1,0,0,0,4,0
51,5,-1,0,-2.9,92.469,-33.6,0.921,5076.2,0,1,6,1,0,0,3,0,1
38,1,10,1,-1.8,93.369,-34.8,0.649,5008.7,3,2,3,1,0,0,5,0,2
75,4,-1,0,-1.8,93.075,-47.1,1.405,5099.1,5,0,0,0,0,0,0,1,1
32,1,-1,0,-1.8,92.893,-46.2,1.327,5099.1,0,2,5,1,1,0,6,2,1
58,1,-1,0,-1.8,92.893,-46.2,1.266,5099.1,4,1,6,1,0,0,6,3,1
30,1,-1,1,-1.8,92.893,-46.2,1.334,5099.1,1,0,3,0,0,0,6,4,0
31,2,-1,0,1.1,93.994,-36.4,4.855,5191,2,0,3,1,0,1,6,2,1
55,8,-1,0,1.4,93.918,-42.7,4.962,5228.1,5,1,5,1,0,0,3,0,1
51,9,-1,0,1.4,93.444,-36.1,4.964,5228.1,0,1,6,1,0,0,1,4,1
43,2,-1,0,-1.8,92.893,-46.2,1.266,5099.1,7,1,3,1,0,0,6,2,1
34,1,-1,1,-1.8,93.075,-47.1,1.423,5099.1,0,2,6,0,0,0,0,3,0
56,1,7,2,-1.7,94.055,-39.8,0.723,4991.6,4,1,1,1,0,0,4,3,2
38,1,-1,1,-3.4,92.431,-26.9,0.735,5017.5,0,1,6,1,0,0,8,4,0
36,4,-1,0,-1.8,93.876,-40,0.697,5008.7,0,1,6,0,0,0,6,3,1
37,3,-1,0,-1.7,94.055,-39.8,0.739,4991.6,0,1,3,0,0,0,4,4,1
55,3,6,3,-1.8,93.369,-34.8,0.652,5008.7,10,0,6,0,0,0,5,3,2
63,2,14,1,-1.8,93.876,-40,0.685,5008.7,5,1,5,1,1,0,6,1,2
33,1,-1,0,-2.9,92.201,-31.4,0.854,5076.2,0,2,6,0,0,0,1,4,1
34,1,12,1,-1.1,94.199,-37.5,0.879,4963.6,0,2,3,0,0,0,9,2,2
39,1,-1,0,1.4,93.918,-42.7,4.958,5228.1,3,0,2,0,0,0,3,2,1
38,1,6,3,-1.1,94.199,-37.5,0.879,4963.6,1,2,3,1,0,0,9,4,2
57,2,-1,0,1.4,93.918,-42.7,4.957,5228.1,0,1,2,0,0,0,3,0,1
30,2,-1,1,-1.1,94.199,-37.5,0.877,4963.6,9,2,5,0,0,0,9,3,0
35,2,-1,0,1.4,94.465,-41.8,4.96,5228.1,2,1,6,0,0,1,4,1,1
46,1,13,2,-1.7,94.215,-40.3,0.797,4991.6,0,1,3,1,1,0,3,3,2
47,1,-1,0,1.4,94.465,-41.8,4.961,5228.1,0,0,3,1,0,1,4,2,1
35,1,11,2,-1.7,94.215,-40.3,0.835,4991.6,9,2,5,1,0,0,3,3,2
34,1,-1,0,-2.9,92.963,-40.8,1.26,5076.2,9,1,5,1,0,0,4,4,1
60,2,-1,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,3,1,1,0,0,2,1
46,3,-1,0,-1.8,92.843,-50,1.556,5099.1,0,1,6,0,0,0,5,3,1
53,1,-1,0,-1.7,94.055,-39.8,0.754,4991.6,4,0,6,0,0,0,4,1,1
35,1,6,3,-1.7,94.027,-38.3,0.9,4991.6,9,1,6,1,0,0,1,4,0
75,1,-1,1,-1.8,93.075,-47.1,1.405,5099.1,5,1,0,0,0,0,0,3,0
58,3,-1,0,-1.8,93.075,-47.1,1.405,5099.1,5,2,5,1,0,0,0,4,1
55,3,-1,0,-2.9,92.963,-40.8,1.252,5076.2,4,1,6,1,0,0,4,3,1
26,3,6,2,-1.7,94.215,-40.3,0.861,4991.6,9,2,6,1,0,0,3,0,2
40,1,-1,0,1.1,93.994,-36.4,4.86,5191,9,1,2,1,0,1,6,2,1
27,4,-1,1,-2.9,92.201,-31.4,0.879,5076.2,0,2,6,1,0,0,1,4,0
35,1,6,2,-1.7,94.215,-40.3,0.889,4991.6,1,1,2,1,0,0,3,1,2
27,6,-1,1,-2.9,92.469,-33.6,0.908,5076.2,0,1,6,0,1,0,3,3,0
26,1,-1,0,1.1,93.994,-36.4,4.859,5191,1,2,2,0,0,1,6,0,1
37,1,-1,0,-1.1,94.767,-50.8,1.04,4963.6,0,1,6,1,0,0,7,0,1
54,1,-1,0,1.4,93.918,-42.7,4.963,5228.1,1,1,3,0,0,0,3,2,1
71,1,-1,1,-3.4,92.431,-26.9,0.754,5017.5,5,1,0,1,0,0,8,2,0
34,1,-1,0,-0.1,93.798,-40.4,4.794,5195.8,1,0,3,1,0,1,8,2,1
40,1,-1,1,-2.9,92.963,-40.8,1.215,5076.2,1,1,5,0,0,1,4,1,0
43,3,-1,0,1.4,93.444,-36.1,4.968,5228.1,0,1,6,1,0,0,1,3,1
26,1,14,1,-1.7,94.027,-38.3,0.903,4991.6,8,2,3,1,0,0,1,4,2
56,1,-1,0,1.4,93.918,-42.7,4.957,5228.1,1,1,0,1,0,0,3,0,1
31,1,-1,0,-3.4,92.431,-26.9,0.737,5017.5,7,2,5,1,0,1,8,3,1
38,1,-1,0,1.4,93.918,-42.7,4.957,5228.1,1,1,2,0,0,0,3,0,1
38,2,-1,1,-1.8,93.075,-47.1,1.405,5099.1,10,0,3,1,1,0,0,0,0
23,2,-1,0,1.4,93.918,-42.7,4.962,5228.1,0,1,2,1,0,0,3,1,1
33,2,-1,2,-1.8,92.893,-46.2,1.334,5099.1,9,2,5,1,0,0,6,4,0
31,2,-1,0,-1.7,94.027,-38.3,0.896,4991.6,0,1,5,0,0,0,1,1,1
